-182.582, 79.072, 1.777,  1.765
-182.531, 79.034, 1.819,  1.798
-182.480, 78.995, 1.838,  1.831
-182.430, 78.957, 1.840,  1.864
-182.380, 78.919, 1.821,  1.897
-182.332, 78.881, 1.800,  1.930
-182.284, 78.844, 1.792,  1.963
-182.236, 78.806, 1.808,  1.996
-182.187, 78.767, 1.851,  2.029
-182.138, 78.726, 1.893,  2.062
-182.090, 78.683, 1.921,  2.095
-182.042, 78.640, 1.927,  2.128
-181.995, 78.596, 1.915,  2.161
-181.951, 78.551, 1.880,  2.194
-181.909, 78.506, 1.849,  2.227
-181.868, 78.461, 1.830,  2.260
-181.828, 78.415, 1.832,  2.293
-181.790, 78.367, 1.864,  2.326
-181.751, 78.315, 1.932,  2.359
-181.713, 78.260, 2.005,  2.392
-181.676, 78.202, 2.037,  2.425
-181.641, 78.143, 2.034,  2.458
-181.607, 78.083, 2.014,  2.491
-181.576, 78.024, 1.991,  2.524
-181.546, 77.964, 1.975,  2.557
-181.518, 77.903, 1.981,  2.590
-181.490, 77.840, 2.010,  2.623
-181.463, 77.776, 2.036,  2.656
-181.437, 77.711, 2.043,  2.689
-181.411, 77.646, 2.032,  2.722
-181.387, 77.582, 2.003,  2.755
-181.364, 77.519, 1.976,  2.788
-181.342, 77.456, 1.961,  2.821
-181.320, 77.392, 1.970,  2.854
-181.299, 77.327, 2.004,  2.887
-181.277, 77.261, 2.033,  2.920
-181.256, 77.195, 2.045,  2.953
-181.236, 77.128, 2.035,  2.986
-181.217, 77.062, 2.005,  3.019
-181.199, 76.997, 1.976,  3.052
-181.182, 76.933, 1.958,  3.085
-181.165, 76.868, 1.963,  3.118
-181.149, 76.802, 2.003,  3.151
-181.134, 76.733, 2.076,  3.184
-181.119, 76.661, 2.150,  3.217
-181.104, 76.588, 2.191,  3.250
-181.090, 76.514, 2.201,  3.283
-181.077, 76.440, 2.189,  3.316
-181.065, 76.367, 2.156,  3.349
-181.055, 76.296, 2.125,  3.382
-181.045, 76.224, 2.107,  3.415
-181.037, 76.153, 2.112,  3.448
-181.030, 76.080, 2.147,  3.481
-181.023, 76.006, 2.200,  3.514
-181.016, 75.930, 2.241,  3.547
-181.011, 75.853, 2.253,  3.580
-181.006, 75.776, 2.243,  3.613
-181.002, 75.701, 2.211,  3.646
-180.999, 75.627, 2.182,  3.679
-180.996, 75.553, 2.166,  3.712
-180.995, 75.480, 2.175,  3.745
-180.994, 75.405, 2.207,  3.778
-180.993, 75.329, 2.236,  3.811
-180.993, 75.252, 2.244,  3.844
-180.994, 75.177, 2.231,  3.877
-180.995, 75.102, 2.195,  3.910
-180.996, 75.029, 2.165,  3.943
-180.998, 74.956, 2.148,  3.976
-181.001, 74.883, 2.157,  4.009
-181.004, 74.810, 2.191,  4.042
-181.007, 74.734, 2.232,  4.075
-181.010, 74.658, 2.255,  4.108
-181.013, 74.582, 2.252,  4.141
-181.017, 74.507, 2.227,  4.174
-181.021, 74.433, 2.204,  4.207
-181.025, 74.359, 2.194,  4.240
-181.029, 74.285, 2.207,  4.273
-181.034, 74.210, 2.244,  4.306
-181.039, 74.134, 2.276,  4.339
-181.043, 74.057, 2.283,  4.372
-181.048, 73.981, 2.266,  4.405
-181.053, 73.906, 2.249,  4.438
-181.058, 73.831, 2.244,  4.471
-181.063, 73.756, 2.262,  4.504
-181.068, 73.679, 2.301,  4.537
-181.073, 73.601, 2.333,  4.570
-181.079, 73.523, 2.337,  4.603
-181.084, 73.446, 2.319,  4.636
-181.089, 73.369, 2.299,  4.669
-181.094, 73.293, 2.294,  4.702
-181.099, 73.216, 2.312,  4.735
-181.105, 73.138, 2.351,  4.768
-181.110, 73.058, 2.381,  4.801
-181.115, 72.979, 2.383,  4.834
-181.120, 72.900, 2.362,  4.867
-181.125, 72.822, 2.340,  4.900
-181.130, 72.745, 2.333,  4.933
-181.135, 72.667, 2.351,  4.966
-181.140, 72.587, 2.389,  4.999
-181.145, 72.507, 2.419,  5.032
-181.150, 72.426, 2.419,  5.065
-181.154, 72.346, 2.396,  5.098
-181.159, 72.267, 2.372,  5.131
-181.164, 72.189, 2.364,  5.164
-181.168, 72.110, 2.381,  5.197
-181.173, 72.029, 2.418,  5.230
-181.177, 71.948, 2.446,  5.263
-181.182, 71.866, 2.446,  5.296
-181.186, 71.786, 2.422,  5.329
-181.190, 71.706, 2.397,  5.362
-181.194, 71.626, 2.388,  5.395
-181.198, 71.547, 2.405,  5.428
-181.202, 71.465, 2.441,  5.461
-181.206, 71.383, 2.468,  5.494
-181.210, 71.301, 2.467,  5.527
-181.214, 71.219, 2.443,  5.560
-181.218, 71.139, 2.418,  5.593
-181.221, 71.059, 2.408,  5.626
-181.225, 70.978, 2.424,  5.659
-181.228, 70.897, 2.460,  5.692
-181.232, 70.814, 2.487,  5.725
-181.235, 70.731, 2.485,  5.758
-181.238, 70.649, 2.460,  5.791
-181.242, 70.568, 2.435,  5.824
-181.245, 70.487, 2.425,  5.857
-181.248, 70.406, 2.440,  5.890
-181.251, 70.324, 2.476,  5.923
-181.254, 70.240, 2.502,  5.956
-181.257, 70.157, 2.501,  5.989
-181.260, 70.074, 2.475,  6.022
-181.262, 69.993, 2.450,  6.055
-181.265, 69.911, 2.439,  6.088
-181.268, 69.830, 2.454,  6.121
-181.270, 69.747, 2.500,  6.154
-181.273, 69.662, 2.563,  6.187
-181.276, 69.574, 2.616,  6.220
-181.278, 69.486, 2.637,  6.253
-181.281, 69.399, 2.628,  6.286
-181.283, 69.312, 2.595,  6.319
-181.285, 69.227, 2.564,  6.352
-181.287, 69.142, 2.548,  6.385
-181.290, 69.057, 2.559,  6.418
-181.292, 68.971, 2.602,  6.451
-181.294, 68.882, 2.669,  6.484
-181.296, 68.791, 2.734,  6.517
-181.298, 68.699, 2.769,  6.550
-181.300, 68.606, 2.770,  6.583
-181.302, 68.514, 2.746,  6.616
-181.304, 68.424, 2.719,  6.649
-181.306, 68.334, 2.706,  6.682
-181.308, 68.244, 2.716,  6.715
-181.310, 68.152, 2.759,  6.748
-181.311, 68.058, 2.825,  6.781
-181.313, 67.962, 2.889,  6.814
-181.315, 67.865, 2.923,  6.847
-181.317, 67.767, 2.923,  6.880
-181.318, 67.670, 2.897,  6.913
-181.320, 67.575, 2.868,  6.946
-181.322, 67.480, 2.851,  6.979
-181.323, 67.385, 2.859,  7.012
-181.325, 67.289, 2.898,  7.045
-181.326, 67.191, 2.962,  7.078
-181.327, 67.090, 3.023,  7.111
-181.329, 66.988, 3.056,  7.144
-181.330, 66.886, 3.054,  7.177
-181.332, 66.785, 3.026,  7.210
-181.333, 66.685, 2.995,  7.243
-181.334, 66.586, 2.975,  7.276
-181.335, 66.487, 2.980,  7.309
-181.336, 66.387, 3.016,  7.342
-181.338, 66.285, 3.078,  7.375
-181.339, 66.180, 3.137,  7.408
-181.340, 66.075, 3.169,  7.441
-181.341, 65.969, 3.165,  7.474
-181.342, 65.865, 3.135,  7.507
-181.343, 65.761, 3.101,  7.540
-181.344, 65.659, 3.080,  7.573
-181.345, 65.556, 3.082,  7.606
-181.346, 65.453, 3.116,  7.639
-181.347, 65.347, 3.176,  7.672
-181.348, 65.240, 3.233,  7.705
-181.349, 65.131, 3.263,  7.738
-181.350, 65.022, 3.258,  7.771
-181.350, 64.914, 3.227,  7.804
-181.351, 64.808, 3.191,  7.837
-181.352, 64.703, 3.168,  7.870
-181.353, 64.597, 3.168,  7.903
-181.353, 64.491, 3.200,  7.936
-181.354, 64.383, 3.258,  7.969
-181.355, 64.272, 3.314,  8.002
-181.356, 64.161, 3.343,  8.035
-181.356, 64.049, 3.337,  8.068
-181.357, 63.939, 3.304,  8.101
-181.358, 63.830, 3.267,  8.134
-181.358, 63.722, 3.242,  8.167
-181.359, 63.614, 3.241,  8.200
-181.359, 63.506, 3.271,  8.233
-181.360, 63.395, 3.328,  8.266
-181.360, 63.282, 3.382,  8.299
-181.361, 63.169, 3.411,  8.332
-181.361, 63.055, 3.403,  8.365
-181.362, 62.942, 3.369,  8.398
-181.362, 62.831, 3.331,  8.431
-181.363, 62.721, 3.305,  8.464
-181.363, 62.612, 3.302,  8.497
-181.364, 62.501, 3.331,  8.530
-181.364, 62.388, 3.387,  8.563
-181.365, 62.274, 3.440,  8.596
-181.365, 62.158, 3.468,  8.629
-181.366, 62.042, 3.459,  8.662
-181.366, 61.928, 3.424,  8.695
-181.366, 61.815, 3.386,  8.728
-181.367, 61.703, 3.358,  8.761
-181.367, 61.592, 3.354,  8.794
-181.367, 61.479, 3.382,  8.827
-181.368, 61.365, 3.436,  8.860
-181.368, 61.249, 3.489,  8.893
-181.368, 61.132, 3.516,  8.926
-181.369, 61.015, 3.506,  8.959
-181.369, 60.899, 3.471,  8.992
-181.369, 60.784, 3.431,  9.025
-181.370, 60.671, 3.403,  9.058
-181.370, 60.558, 3.398,  9.091
-181.370, 60.444, 3.425,  9.124
-181.370, 60.328, 3.478,  9.157
-181.371, 60.211, 3.530,  9.190
-181.371, 60.092, 3.556,  9.223
-181.371, 59.974, 3.546,  9.256
-181.372, 59.856, 3.510,  9.289
-181.372, 59.741, 3.470,  9.322
-181.372, 59.626, 3.440,  9.355
-181.372, 59.512, 3.435,  9.388
-181.372, 59.397, 3.461,  9.421
-181.373, 59.280, 3.513,  9.454
-181.373, 59.161, 3.565,  9.487
-181.373, 59.041, 3.590,  9.520
-181.373, 58.922, 3.580,  9.553
-181.373, 58.804, 3.543,  9.586
-181.374, 58.687, 3.502,  9.619
-181.374, 58.571, 3.472,  9.652
-181.374, 58.456, 3.466,  9.685
-181.374, 58.340, 3.491,  9.718
-181.374, 58.222, 3.543,  9.751
-181.375, 58.102, 3.594,  9.784
-181.375, 57.981, 3.619,  9.817
-181.375, 57.861, 3.608,  9.850
-181.375, 57.742, 3.571,  9.883
-181.375, 57.624, 3.530,  9.916
-181.375, 57.507, 3.499,  9.949
-181.376, 57.391, 3.492,  9.982
-181.376, 57.274, 3.517, 10.015
-181.376, 57.156, 3.568, 10.048
-181.376, 57.035, 3.619, 10.081
-181.376, 56.913, 3.644, 10.114
-181.376, 56.792, 3.632, 10.147
-181.376, 56.672, 3.595, 10.180
-181.376, 56.554, 3.553, 10.213
-181.377, 56.436, 3.522, 10.246
-181.377, 56.319, 3.514, 10.279
-181.377, 56.202, 3.539, 10.312
-181.377, 56.082, 3.596, 10.345
-181.377, 55.960, 3.671, 10.378
-181.377, 55.835, 3.740, 10.411
-181.377, 55.709, 3.780, 10.444
-181.377, 55.583, 3.780, 10.477
-181.377, 55.458, 3.750, 10.510
-181.378, 55.334, 3.714, 10.543
-181.378, 55.211, 3.686, 10.576
-181.378, 55.089, 3.680, 10.609
-181.378, 54.966, 3.704, 10.642
-181.378, 54.841, 3.761, 10.675
-181.378, 54.713, 3.835, 10.708
-181.378, 54.583, 3.903, 10.741
-181.378, 54.452, 3.942, 10.774
-181.378, 54.320, 3.939, 10.807
-181.378, 54.190, 3.908, 10.840
-181.378, 54.061, 3.870, 10.873
-181.378, 53.933, 3.839, 10.906
-181.379, 53.806, 3.830, 10.939
-181.379, 53.677, 3.852, 10.972
-181.379, 53.548, 3.906, 11.005
-181.379, 53.415, 3.977, 11.038
-181.379, 53.281, 4.041, 11.071
-181.379, 53.145, 4.078, 11.104
-181.379, 53.009, 4.073, 11.137
-181.379, 52.874, 4.040, 11.170
-181.379, 52.741, 3.999, 11.203
-181.379, 52.609, 3.966, 11.236
-181.379, 52.477, 3.954, 11.269
-181.379, 52.345, 3.973, 11.302
-181.379, 52.211, 4.024, 11.335
-181.379, 52.075, 4.093, 11.368
-181.379, 51.937, 4.155, 11.401
-181.379, 51.797, 4.189, 11.434
-181.379, 51.657, 4.182, 11.467
-181.379, 51.519, 4.147, 11.500
-181.380, 51.382, 4.104, 11.533
-181.380, 51.247, 4.069, 11.566
-181.380, 51.112, 4.055, 11.599
-181.380, 50.976, 4.072, 11.632
-181.380, 50.839, 4.121, 11.665
-181.380, 50.700, 4.187, 11.698
-181.380, 50.558, 4.247, 11.731
-181.380, 50.416, 4.279, 11.764
-181.380, 50.273, 4.271, 11.797
-181.380, 50.132, 4.234, 11.830
-181.380, 49.992, 4.190, 11.863
-181.380, 49.854, 4.153, 11.896
-181.380, 49.716, 4.137, 11.929
-181.380, 49.578, 4.152, 11.962
-181.380, 49.438, 4.198, 11.995
-181.380, 49.297, 4.263, 12.028
-181.380, 49.153, 4.321, 12.061
-181.380, 49.007, 4.352, 12.094
-181.380, 48.862, 4.346, 12.127
-181.380, 48.718, 4.325, 12.160
-181.380, 48.575, 4.305, 12.193
-181.380, 48.431, 4.301, 12.226
-181.380, 48.288, 4.324, 12.259
-181.380, 48.142, 4.376, 12.292
-181.380, 47.994, 4.444, 12.325
-181.380, 47.844, 4.504, 12.358
-181.380, 47.693, 4.536, 12.391
-181.380, 47.542, 4.527, 12.424
-181.380, 47.392, 4.490, 12.457
-181.380, 47.244, 4.443, 12.490
-181.380, 47.097, 4.403, 12.523
-181.380, 46.952, 4.382, 12.556
-181.380, 46.806, 4.392, 12.589
-181.380, 46.658, 4.433, 12.622
-181.380, 46.509, 4.493, 12.655
-181.380, 46.357, 4.547, 12.688
-181.380, 46.204, 4.573, 12.721
-181.380, 46.052, 4.564, 12.754
-181.380, 45.901, 4.538, 12.787
-181.380, 45.750, 4.514, 12.820
-181.380, 45.600, 4.505, 12.853
-181.380, 45.450, 4.523, 12.886
-181.380, 45.298, 4.570, 12.919
-181.380, 45.144, 4.634, 12.952
-181.380, 44.987, 4.690, 12.985
-181.380, 44.830, 4.718, 13.018
-181.380, 44.673, 4.710, 13.051
-181.380, 44.517, 4.685, 13.084
-181.380, 44.361, 4.660, 13.117
-181.380, 44.207, 4.651, 13.150
-181.380, 44.051, 4.667, 13.183
-181.380, 43.895, 4.712, 13.216
-181.379, 43.736, 4.773, 13.249
-181.379, 43.575, 4.827, 13.282
-181.379, 43.413, 4.854, 13.315
-181.379, 43.252, 4.843, 13.348
-181.379, 43.091, 4.816, 13.381
-181.379, 42.931, 4.789, 13.414
-181.379, 42.772, 4.777, 13.447
-181.379, 42.613, 4.790, 13.480
-181.379, 42.452, 4.832, 13.513
-181.379, 42.290, 4.891, 13.546
-181.379, 42.125, 4.943, 13.579
-181.379, 41.959, 4.967, 13.612
-181.379, 41.794, 4.955, 13.645
-181.379, 41.630, 4.925, 13.678
-181.379, 41.467, 4.896, 13.711
-181.379, 41.304, 4.882, 13.744
-181.379, 41.141, 4.893, 13.777
-181.378, 40.977, 4.932, 13.810
-181.378, 40.811, 4.994, 13.843
-181.378, 40.642, 5.068, 13.876
-181.378, 40.471, 5.134, 13.909
-181.378, 40.299, 5.172, 13.942
-181.378, 40.126, 5.169, 13.975
-181.378, 39.955, 5.146, 14.008
-181.378, 39.784, 5.120, 14.041
-181.378, 39.615, 5.091, 14.074
-181.378, 39.446, 5.064, 14.107
-181.378, 39.278, 5.055, 14.140
-181.378, 39.109, 5.065, 14.173
-181.377, 38.940, 5.093, 14.206
-181.377, 38.769, 5.139, 14.239
-181.377, 38.595, 5.205, 14.272
-181.377, 38.419, 5.289, 14.305
-181.377, 38.240, 5.374, 14.338
-181.377, 38.059, 5.436, 14.371
-181.377, 37.877, 5.455, 14.404
-181.377, 37.696, 5.445, 14.437
-181.377, 37.515, 5.421, 14.470
-181.376, 37.336, 5.392, 14.503
-181.376, 37.157, 5.367, 14.536
-181.376, 36.979, 5.354, 14.569
-181.376, 36.801, 5.358, 14.602
-181.376, 36.621, 5.381, 14.635
-181.376, 36.441, 5.423, 14.668
-181.376, 36.258, 5.483, 14.701
-181.376, 36.073, 5.561, 14.734
-181.375, 35.886, 5.640, 14.767
-181.375, 35.696, 5.696, 14.800
-181.375, 35.505, 5.710, 14.833
-181.375, 35.316, 5.694, 14.866
-181.375, 35.127, 5.664, 14.899
-181.375, 34.940, 5.629, 14.932
-181.374, 34.753, 5.600, 14.965
-181.374, 34.567, 5.583, 14.998
-181.374, 34.382, 5.584, 15.031
-181.374, 34.195, 5.604, 15.064
-181.374, 34.007, 5.642, 15.097
-181.374, 33.818, 5.699, 15.130
-181.374, 33.625, 5.773, 15.163
-181.373, 33.431, 5.848, 15.196
-181.373, 33.234, 5.901, 15.229
-181.373, 33.037, 5.912, 15.262
-181.373, 32.840, 5.891, 15.295
-181.373, 32.645, 5.856, 15.328
-181.372, 32.452, 5.817, 15.361
-181.372, 32.259, 5.784, 15.394
-181.372, 32.067, 5.764, 15.427
-181.372, 31.876, 5.762, 15.460
-181.372, 31.683, 5.779, 15.493
-181.371, 31.490, 5.815, 15.526
-181.371, 31.294, 5.870, 15.559
-181.371, 31.096, 5.942, 15.592
-181.371, 30.896, 6.014, 15.625
-181.371, 30.694, 6.065, 15.658
-181.370, 30.491, 6.075, 15.691
-181.370, 30.289, 6.061, 15.724
-181.370, 30.088, 6.039, 15.757
-181.370, 29.888, 6.019, 15.790
-181.369, 29.688, 6.011, 15.823
-181.369, 29.487, 6.022, 15.856
-181.369, 29.286, 6.051, 15.889
-181.369, 29.083, 6.099, 15.922
-181.368, 28.878, 6.166, 15.955
-181.368, 28.670, 6.253, 15.988
-181.368, 28.459, 6.339, 16.021
-181.368, 28.245, 6.398, 16.054
-181.367, 28.032, 6.410, 16.087
-181.367, 27.819, 6.384, 16.120
-181.367, 27.608, 6.340, 16.153
-181.367, 27.398, 6.292, 16.186
-181.366, 27.190, 6.250, 16.219
-181.366, 26.983, 6.224, 16.252
-181.366, 26.776, 6.218, 16.285
-181.365, 26.569, 6.231, 16.318
-181.365, 26.360, 6.264, 16.351
-181.365, 26.150, 6.315, 16.384
-181.365, 25.938, 6.387, 16.417
-181.364, 25.722, 6.478, 16.450
-181.364, 25.503, 6.561, 16.483
-181.364, 25.283, 6.614, 16.516
-181.363, 25.062, 6.623, 16.549
-181.363, 24.842, 6.606, 16.582
-181.363, 24.622, 6.579, 16.615
-181.362, 24.404, 6.555, 16.648
-181.362, 24.187, 6.543, 16.681
-181.362, 23.969, 6.550, 16.714
-181.361, 23.750, 6.577, 16.747
-181.361, 23.529, 6.622, 16.780
-181.361, 23.307, 6.688, 16.813
-181.360, 23.081, 6.768, 16.846
-181.360, 22.854, 6.839, 16.879
-181.360, 22.624, 6.881, 16.912
-181.359, 22.395, 6.881, 16.945
-181.359, 22.166, 6.854, 16.978
-181.359, 21.939, 6.819, 17.011
-181.358, 21.713, 6.790, 17.044
-181.358, 21.488, 6.774, 17.077
-181.358, 21.262, 6.779, 17.110
-181.357, 21.036, 6.803, 17.143
-181.357, 20.808, 6.847, 17.176
-181.356, 20.578, 6.909, 17.209
-181.356, 20.345, 6.985, 17.242
-181.356, 20.110, 7.069, 17.275
-181.355, 19.872, 7.142, 17.308
-181.355, 19.632, 7.185, 17.341
-181.354, 19.393, 7.184, 17.374
-181.354, 19.154, 7.156, 17.407
-181.354, 18.917, 7.119, 17.440
-181.353, 18.681, 7.086, 17.473
-181.353, 18.446, 7.071, 17.506
-181.352, 18.210, 7.080, 17.539
-181.352, 17.974, 7.109, 17.572
-181.351, 17.736, 7.156, 17.605
-181.351, 17.495, 7.216, 17.638
-181.351, 17.253, 7.287, 17.671
-181.350, 17.007, 7.365, 17.704
-181.350, 16.760, 7.431, 17.737
-181.349, 16.511, 7.468, 17.770
-181.349, 16.262, 7.461, 17.803
-181.348, 16.014, 7.428, 17.836
-181.348, 15.768, 7.386, 17.869
-181.347, 15.524, 7.348, 17.902
-181.347, 15.280, 7.327, 17.935
-181.346, 15.036, 7.331, 17.968
-181.346, 14.791, 7.356, 18.001
-181.345, 14.545, 7.398, 18.034
-181.345, 14.296, 7.453, 18.067
-181.344, 14.046, 7.520, 18.100
-181.344, 13.793, 7.596, 18.133
-181.343, 13.537, 7.677, 18.166
-181.343, 13.279, 7.746, 18.199
-181.342, 13.019, 7.786, 18.232
-181.342, 12.760, 7.781, 18.265
-181.341, 12.502, 7.749, 18.298
-181.340, 12.245, 7.706, 18.331
-181.340, 11.990, 7.667, 18.364
-181.339, 11.735, 7.644, 18.397
-181.339, 11.481, 7.645, 18.430
-181.338, 11.225, 7.667, 18.463
-181.338, 10.969, 7.705, 18.496
-181.337, 10.711, 7.757, 18.529
-181.337, 10.450, 7.820, 18.562
-181.336, 10.187, 7.892, 18.595
-181.335, 9.922, 7.972, 18.628
-181.335, 9.653, 8.056, 18.661
-181.334, 9.382, 8.128, 18.694
-181.333, 9.110, 8.173, 18.727
-181.333, 8.837, 8.198, 18.760
-181.332, 8.563, 8.215, 18.793
-181.332, 8.289, 8.239, 18.826
-181.331, 8.014, 8.278, 18.859
-181.330, 7.736, 8.329, 18.892
-181.330, 7.457, 8.389, 18.925
-181.329, 7.176, 8.459, 18.958
-181.328, 6.891, 8.533, 18.991
-181.327, 6.605, 8.598, 19.024
-181.327, 6.317, 8.642, 19.057
-181.326, 6.028, 8.675, 19.090
-181.325, 5.738, 8.710, 19.123
-181.325, 5.447, 8.756, 19.156
-181.324, 5.154, 8.812, 19.189
-181.323, 4.858, 8.877, 19.222
-181.322, 4.561, 8.947, 19.255
-181.322, 4.261, 9.004, 19.288
-181.321, 3.960, 9.036, 19.321
-181.320, 3.658, 9.053, 19.354
-181.319, 3.356, 9.070, 19.387
-181.318, 3.054, 9.097, 19.420
-181.318, 2.749, 9.137, 19.453
-181.317, 2.444, 9.187, 19.486
-181.316, 2.136, 9.246, 19.519
-181.315, 1.826, 9.313, 19.552
-181.314, 1.514, 9.383, 19.585
-181.313, 1.199, 9.441, 19.618
-181.313, 0.884, 9.473, 19.651
-181.312, 0.567, 9.489, 19.684
-181.311, 0.251, 9.504, 19.717
-181.310, -0.066, 9.530, 19.750
-181.309, -0.385, 9.567, 19.783
-181.308, -0.705, 9.614, 19.816
-181.307, -1.027, 9.670, 19.849
-181.306, -1.351, 9.733, 19.882
-181.305, -1.677, 9.799, 19.915
-181.304, -2.005, 9.854, 19.948
-181.303, -2.334, 9.882, 19.981
-181.302, -2.664, 9.895, 20.014
-181.301, -2.994, 9.906, 20.047
-181.300, -3.324, 9.927, 20.080
-181.299, -3.656, 9.960, 20.113
-181.298, -3.989, 10.003, 20.146
-181.297, -4.324, 10.054, 20.179
-181.296, -4.660, 10.113, 20.212
-181.295, -4.999, 10.175, 20.245
-181.294, -5.340, 10.227, 20.278
-181.293, -5.681, 10.255, 20.311
-181.292, -6.023, 10.269, 20.344
-181.291, -6.366, 10.283, 20.377
-181.290, -6.709, 10.307, 20.410
-181.289, -7.053, 10.342, 20.443
-181.288, -7.399, 10.386, 20.476
-181.287, -7.747, 10.438, 20.509
-181.286, -8.096, 10.497, 20.542
-181.284, -8.448, 10.561, 20.575
-181.283, -8.802, 10.628, 20.608
-181.282, -9.158, 10.681, 20.641
-181.281, -9.515, 10.709, 20.674
-181.280, -9.872, 10.720, 20.707
-181.279, -10.229, 10.728, 20.740
-181.277, -10.587, 10.745, 20.773
-181.276, -10.945, 10.772, 20.806
-181.275, -11.305, 10.810, 20.839
-181.274, -11.667, 10.855, 20.872
-181.272, -12.030, 10.907, 20.905
-181.271, -12.395, 10.966, 20.938
-181.270, -12.762, 11.027, 20.971
-181.269, -13.131, 11.077, 21.004
-181.267, -13.501, 11.104, 21.037
-181.266, -13.872, 11.117, 21.070
-181.265, -14.242, 11.129, 21.103
-181.263, -14.614, 11.151, 21.136
-181.262, -14.986, 11.183, 21.169
-181.261, -15.360, 11.222, 21.202
-181.259, -15.735, 11.269, 21.235
-181.258, -16.112, 11.323, 21.268
-181.257, -16.491, 11.381, 21.301
-181.255, -16.872, 11.445, 21.334
-181.254, -17.256, 11.511, 21.367
-181.252, -17.641, 11.563, 21.400
-181.251, -18.027, 11.588, 21.433
-181.249, -18.413, 11.595, 21.466
-181.248, -18.800, 11.599, 21.499
-181.246, -19.186, 11.610, 21.532
-181.245, -19.574, 11.632, 21.565
-181.243, -19.962, 11.663, 21.598
-181.242, -20.352, 11.702, 21.631
-181.240, -20.743, 11.747, 21.664
-181.239, -21.136, 11.799, 21.697
-181.237, -21.531, 11.856, 21.730
-181.236, -21.928, 11.917, 21.763
-181.234, -22.327, 11.981, 21.796
-181.233, -22.728, 12.032, 21.829
-181.231, -23.129, 12.055, 21.862
-181.229, -23.531, 12.061, 21.895
-181.228, -23.933, 12.063, 21.928
-181.226, -24.335, 12.072, 21.961
-181.225, -24.738, 12.091, 21.994
-181.223, -25.141, 12.120, 22.027
-181.221, -25.546, 12.156, 22.060
-181.220, -25.952, 12.199, 22.093
-181.218, -26.360, 12.248, 22.126
-181.216, -26.770, 12.302, 22.159
-181.214, -27.182, 12.361, 22.192
-181.213, -27.596, 12.424, 22.225
-181.211, -28.012, 12.491, 22.258
-181.209, -28.430, 12.559, 22.291
-181.207, -28.850, 12.614, 22.324
-181.206, -29.271, 12.641, 22.357
-181.204, -29.693, 12.650, 22.390
-181.202, -30.114, 12.654, 22.423
-181.200, -30.536, 12.665, 22.456
-181.198, -30.959, 12.685, 22.489
-181.196, -31.382, 12.713, 22.522
-181.195, -31.806, 12.749, 22.555
-181.193, -32.233, 12.791, 22.588
-181.191, -32.660, 12.839, 22.621
-181.189, -33.090, 12.891, 22.654
-181.187, -33.521, 12.949, 22.687
-181.185, -33.954, 13.010, 22.720
-181.183, -34.390, 13.075, 22.753
-181.181, -34.827, 13.143, 22.786
-181.179, -35.268, 13.213, 22.819
-181.177, -35.710, 13.268, 22.852
-181.175, -36.153, 13.296, 22.885
-181.173, -36.596, 13.305, 22.918
-181.171, -37.039, 13.308, 22.951
-181.169, -37.483, 13.318, 22.984
-181.167, -37.927, 13.336, 23.017
-181.165, -38.372, 13.363, 23.050
